SURNAME,TRIBE/ETHNIC GROUP,RA Confidence Level
ODUOR',luo,3
ODUORI,luo,2
ODUORR,luo,3
ODURU,luo,1
ODUU,luo,1
ODUWO,luo,3
ODUYO,luo,1
ODWAR,luo,3
ODWARI,luo,1
ODWEK,luo,2
ODWERO,luo,2
ODWEYE,luo,3
ODWORI,luhya,3
ODWORY,luo,2
ODWOUR,luo,2
ODYEMO,luo,3
OEBA,luo,1
OENDO,luo,2
OENGA,kisii,3
OERI,kisii,3
OFISI,swahili,3
OFUARE,luo,3
OFUAYA,luo,3
OFULA,luhya,3
OFUNJA,luhya,3
OFUYO,luhya,2
OFWALO,kisii,3
OFWAMBA,luhya,1
OFWANDE,luhya,3
OFWATO,luo,3
OFWAYA,luo,1
OFWELA,luo,3
OFWENY,nubi,2
OGABA,luhya,3
OGACHO,luo,2
OGADA,luo,3
OGADA  Q N,luhya,3
OGADAH,luo,3
OGADO,luo,1
OGAGA,luo,3
OGAGE,luo,2
OGAKI,kisii,3
OGAL,luo,3
OGALI,luo,3
OGALO,luo,3
OGALO        E X,luo,3
OGALOZ,luo,2
OGAM,luo,3
OGAMA,luhya,3
OGAMBI,luo,3
OGANA,luo,2
OGANDA,luo,3
OGANDO,luhya,2
OGANGA,luo,3
OGANGO,luo,3
OGAO,luo,1
OGARE,luo,3
OGARI,kisii,2
OGAT,luo,3
OGATA,luo,3
OGATI,luo,2
OGATO,luo,3
OGAYA,luo,3
OGAYE,luo,1
OGECHO,kisii,2
OGEDA,luo,3
OGEGA,luo,3
OGEGE,luhya,1
OGEISIA,luhya,2
OGEKO,luo,2
OGEKU,luo,1
OGELO,luo,3
OGEMBA,,
OGEMBO,kisii,3
OGENCHE,kisii,2
OGENDA,luhya,3
OGENDI,luhya,2
OGENDO,luo,3
OGENGA,luo,3
OGERA,luo,1
OGERE,luo,3
OGERI,kisii,3
OGERO,luo,1
OGESA,luo,2
OGETA,luo,1
OGETII,kisii,2
OGETO,kisii,3
OGEYA,luhya,3
OGGOT,luo,3
OGHWACHI,kisii,1
OGICHE,luo,2
OGIDI,luo,1
OGIDO,luo,3
OGIGI,luo,3
OGILLO,luo,1
OGILO,luo,3
OGINA     R,luo,3
OGINDI,luhya,1
OGINGO,luo,3
OGIOSI,kisii,2
OGIRI,luo,2
OGITA,luo,1
OGLAH,luo,2
OGODE,luo,2
OGODO,luo,1
OGODO Q        Q,luo,2
OGOKHA,luhya,1
OGOL,luo,3
OGOLA,luo,1
OGOLA          S,luo,3
OGOLLA,luo,3
OGOLLAH,luo,2
OGOLO,luo,1
OGOMBE,kisii,2
OGOMBO,luo,3
OGONDA,luo,3
OGONDA       ',luo,3
OGONGA,luo,3
OGONJE,luo,2
OGONJO,luhya,3
OGONY,luo,1
OGONYI,luo,2
OGONYO,luo,1
OGOR,luo,2
OGORE,luo,3
OGORI,luhya,2
OGOSA,kisii,1
OGOSO,kisii,1
OGOT,luo,3
OGOTO,luo,1
OGOTOTO,teso,1
OGOYE,luo,3
OGOYI,luo,3
OGUANG,luo,1
OGUCHE,luo,1
OGUGI,,
OGUGU,luo,3
OGUK,luo,3
OGUKU,luo,3
OGULA,luo,3
OGUM,luo,1
OGUMO,luo,3
OGUNA,luo,3
OGUNDHA,luhya,2
OGUNDHO,luo,3
OGUNGO,luhya,3
OGUNYA,luo,3
OGUNYO,luo,3
OGUOK,luo,3
OGUOSI,luo,2
OGUR R,luo,1
OGURI,luo,2
OGURO,kisii,1
OGUT,luo,2
OGUTI,luo,2
OGUTTA,luo,3
OGUULA,luo,3
OGWA,luo,3
OGWAI,luo,3
OGWALO,luo,2
OGWANG,luo,1
OGWANG',luo,3
OGWANG'I,kisii,3
OGWANGI,kisii,3
OGWANKWA,kisii,3
OGWARO,luo,2
OGWASSI,luo,3
OGWAYI,luo,3
OGWE,luo,3
OGWECHE,luo,2
OGWEKO,luo,3
OGWEL,luo,3
OGWELA,luo,3
OGWENA,luo,3
OGWENO,luo,3
OGWENO         M,luo,2
OGWERI,kisii,3
OGWEYO,luo,3
OGWII,luo,3
OGWIMBA,luo,2
OGWOKA,luo,1
OGWOKI,luo,1
OGWOM,luhya,3
OGWONYO,luo,1
OHALA,luo,3
OHANGA,luhya,1
OHAS,kisii,1
OHASS,luo,3
OHAYA,luo,3
OHERO,luo,3
OHEYO,luo,3
OHIANDA,luo,3
OHITO,luo,1
OHIWA,luo,2
OHOWA,luo,3
OHURU,luo,3
OHURU',luo,3
OIBERE,luhya,2
OIGORO,kisii,1
OILE,luo,3
OIMBA,kisii,1
OINDE,luo,2
OINGA,luo,3
OINO,luo,2
OIRA,kisii,2
OIRE,,
OIRERE,kisii,3
OIRIGA,kisii,3
OITI,luo,2
OIYAYA,luo,3
OJAAMONG,luo,3
OJAJI,luhya,3
OJAK,luo,3
OJALA,luo,2
OJALLE,luhya,1
OJALO,luo,1
OJAMI,luo,1
OJANYO,luhya,1
OJENGO,luhya,3
OJENYI,luhya,1
OJIAYO,luo,2
OJIEMA,luo,3
OJIENDA,luo,3
OJIERE,luo,3
OJIJA,luo,3
OJIL,luo,3
OJIN,luo,3
OJINGO,luo,2
OJINO,luo,2
OJIWA,luo,1
OJODEH,luo,3
OJODO,luo,3
OJOI,teso,2
OJOO,luo,3
OJORE,luo,3
OJOW,turkana,1
OJOWI,turkana,1
OJUAG,luo,3
OJUANDO,luhya,3
OJUANG',luo,3
OJUAYA,luhya,1
OJUDI,luo,1
OJUKA,luo,2
OJUKI,luo,3
OJUKU,turkana,1
OJUL,luo,3
OJUNG'A,luo,3
OJUNGE,luo,3
OJUNGU,luo,3
OJUNJU,luo,2
OJUOK,turkana,3
OJUOLO,luo,3
OJUONDO,luhya,3
OJURA,luo,3
OJWACH,luo,1
OJWALA,luo,3
OJWAN'G,luo,2
OJWANDDO,luo,1
OJWANDO,luhya,3
OJWANG,luo,3
OJWANG',luo,3
OJWANG'I,luhya,3
OJWANGI,luo,3
OJWAYA,luo,2
OJWEKE,luo,2
OJWOK,luo,3
OKACHA,luo,2
OKACHI,luhya,3
OKADO,luhya,3
OKAGI,luo,2
OKAGO,luo,2
OKAKA,luo,1
OKAKAH,luhya,3
OKALE,luo,3
OKALI,luhya,3
OKAMBO,luo,2
OKANG,luo,3
OKANG'O,luo,3
OKANO,luo,3
OKANY,turkana,1
OKANZA,mijikenda,2
OKARA,luo,2
OKARI,kisii,1
OKARU,luhya,1
OKASI,luo,2
OKASIBA,kisii,1
OKATA,luhya,3
OKATCH,luo,3
OKATCHA,luhya,3
OKATO,luhya,2
OKEBIRO,kisii,2
OKECH,luo,2
OKECHA,kisii,3
OKECHI,luhya,3
OKEJA,luo,3
OKELLO,luo,2
OKELO,luo,3
OKEMA,luhya,3
OKEMBA,luo,2
OKEMBI,luo,2
OKEMER,luo,2
OKEMWA,kisii,3
OKEMWA        OO,kisii,3
OKENDA,luo,1
OKENDI,kisii,2
OKENDO,luo,1
OKENG'O,luo,2
OKENGE,luo,2
OKENYA,luo,1
OKENYE,luo,1
OKENYO,luo,2
OKENYORU,teso,3
OKENYURI,teso,3
OKERI,luhya,1
OKERIO,kisii,2
OKERO,luo,2
OKEROMI,kisii,1
OKET,luo,2
OKETCHI,luhya,3
OKETH,luo,3
OKEWA,ksii,3
OKEYO,luo,3
OKHAALA,luhya,1
OKHALA,luhya,3
OKHALANGO,kisii,2
OKHASO,luhya,3
OKHATIETIE,luhya,3
OKHATO,luhya,3
OKHENGA,luhya,3
OKHUMBE,luhya,3
OKHUYA,luhya,3
OKIAMBE,kisii,3
OKIARA,kisii,1
OKIBO,luo,2
OKICHASI,luhya,2
OKILLA,luo,2
OKIMA,kisii,1
OKIMUTU,teso,3
OKINA,luhya,2
OKINDO,luhya,2
OKINGA,luhya,3
OKINGORE,kisii,1
OKINYA,luo,3
OKINYI,luo,3
OKINYO,luo,1
OKIOGA,kisii,2
OKIOGN,kalenjin,2
OKIOI,luo,2
OKIOMA,kisii,3
OKIRING,kisii,3
OKIRO,luo,3
OKIRU,teso,1
OKISA,kisii,2
OKITA,luo,2
OKITIENGI,teso,3
OKOA,swahili,3
OKOBA,luhya,3
OKOBWA,luo,3
OKOCH,luo,3
OKOCHWE,luhya,2
OKODERO,luhya,3
OKODI,luhya,2
OKODOI,teso,3
OKODOYI,luo,3
OKOITI,teso,3
OKOKOTA,luhya,3
OKOL,luo,2
OKOLI,luhya,3
OKOLLA,luo,3
OKOMBA,luo,2
OKOMBE,luo,3
OKOMBO,luo,2
OKOMBORI,kisii,2
OKOME,luo,1
OKOMO,luo,2
OKOMOL,teso,3
OKOMOLI,luhya,3
OKON'GO,luo,3
OKONDA,luhya,3
OKONG'O,luo,3
OKONGO      ',luo,3
OKONJI,luhya,3
OKONO,luhya,2
OKOONYO,luhya,2
OKORE,luo,1
OKOTA,luo,2
OKOTCHI,luo,3
OKOTE,luhya,2
OKOTH',luo,3
OKOTHH,luo,3
OKOTI,luo,1
OKOTIA,luhya,3
OKOTO,luo,2
OKOTSE,kisii,2
OKOTSI,luhya,3
OKOTTAH,luhya,3
OKOWA,luo,3
OKUBALE,luhya,3
OKUDI,luo,3
OKUKU,luo,2
OKUL,luo,3
OKULLO,luo,1
OKULUO,luo,2
OKUMALI,luhya,3
OKUMBA,luhya,2
OKUMBE,luo,1
OKUMBI,luo,3
OKUMU,luhya,3
OKUMU       U V,luhya,3
OKUMUH,luo,3
OKUN'GU,luo,3
OKUNDAH,luhya,3
OKUNE,luo,1
OKUNGA,luo,2
OKUNGI,kisii,3
OKUNGU,luo,3
OKUNU,luo,3
OKUNYO,luo,1
OKUOGO,luo,2
OKUOM,,
OKUOME,kisii,1
OKUON,luo,3
OKURAITI,luhya,2
OKURO,luo,1
OKUSI,luo,2
OKUSIMBA,luhya,2
OKUT,luo,3
OKUTE,luo,2
OKUTHE,luo,1
OKUTIMA,luhya,3
OKUTO,luo,2
OKUTOTO,luhya,3
OKUYU,luo,1
OKUYUMBA,luhya,3
OKWA,luo,3
OKWACH,luo,3
OKWACHA,luo,2
OKWAKA,luo,2
OKWAKO,kisii,1
OKWALIYWE,teso,1
OKWALO,luo,2
OKWALUMA,luhya,2
OKWANDE,luhya,1
OKWANYA,luhya,2
OKWANYO,kisii,2
OKWAR,luo,3
OKWARA,luhya,3
OKWARAS,teso,3
OKWE,luo,3
OKWEMBA,luhya,3
OKWEMBAR,luhya,3
OKWENA,luhya,3
OKWENGO,luo,2
OKWERU,luo,2
OKWESI,luhya,3
OKWEYA,luo,2
OKWIK,luo,3
OKWILI,luhya,3
OKWIRRY,luo,3
OKWIRY,luo,3
OKWOGO,kisii,2
OKWOMA,luo,2
OKWORO,luo,1
OKWOYO,luo,3
OLACHI,luo,2
OLADO,luo,3
OLAK,luo,3
OLAKITAR,turkana,1
OLALA,luhya,2
OLALI,luo,1
OLAN'GO,luo,2
OLANDO,luo,3
OLANG    GM,luo,2
OLANG',luo,2
OLANG'O,luo,3
OLANGO,luo,3
OLAO,luo,2
OLARE,luo,3
OLASIA,luo,2
OLAWO,luo,1
OLAYO,luo,3
OLAYOH,luo,3
OLBETUI,masai,2
OLDINYE,luo,1
OLDOKONY,teso,1
OLE,maasai,3
OLECHE,luo,3
OLEKEMER,turkana,3
OLEKO,luo,1
OLEKUNTAYIO,maasai,3
OLEL,luo,2
OLELA,luhya,3
OLEMAKATIO,massai,3
OLEMBE,luo,3
OLEMERA,luhya,3
OLEMUGO,maasai,3
OLENGINGIRO,maasai,1
OLENGO,luhya,3
OLENYO,luhya,3
OLEPARIKITORE,maasai,3
OLESAOYO,maasai,3
OLESIA,masai,2
OLESIANGA,maasai,3
OLETANKOI,maasai,2
OLETEYA,luhya,2
OLEWE,luo,3
OLEYI,luo,1
OLEZE,luhya,2
OLIANGA,luo,3
OLIARO,luhya,3
OLICHI,luo,2
OLICK,luo,3
OLIEKAH,luhya,3
OLIELO,luo,2
OLIGE,luo,2
OLIIBE,kisii,2
OLIKILO,luhya,2
OLILI,luo,2
OLIMBA,luhya,3
OLIMO,luhya,2
OLINDA,luhya,3
OLINDI,luhya,2
OLINDO,luhya,2
OLINGA,luhya,3
OLINJO,luhya,3
OLIONGIRI,maasai,3
OLITSI,luhya,3
OLIVAH,christian,3
OLIVER,christian,3
OLKEDIENYE,maasai,3
OLKILI,teso,2
OLKOLOI,maasai,3
OLLEKA,luo,2
OLLINGA,luo,3
OLO A,luo,3
OLOCHURIE,turkana,1
OLODERIKA,maasai,3
OLOGARAMBITO,maasai,3
OLOIBONI,masai,2
OLOIBOR,maasai,3
OLOIBORAL,maasai,3
OLOIRRUSHA,maasai,1
OLOKOLO,maasai,1
OLOLEKISAI,maasai,3
OLOLKEDIENYE,maasai,1
OLOLKIREREI,maasai,3
OLOLKONKEI,maasai,3
OLOLNGOJINE,maasai,1
OLOLO,luo,3
OLOLOIGERO,masai,3
OLOLOINYO,maasai,3
OLOLORU,maasai,1
OLOLPAR,maasai,3
OLOLTALAM,maasai,2
OLOLTELE,maasai,1
OLOME,luo,2
OLONDE,luo,1
OLONDU,luo,2
OLONGA,luhya,1
OLONGIDA,maasai,1
OLONGO,luo,4
OLONJE,luhya,2
OLONUKU,turkana,2
OLONY,luo,1
OLOO,luo,3
OLOO        ',luo,3
OLOODO,luo,3
OLOOKO,luo,3
OLOOO,luo,3
OLOPORORA,maasai,2
OLORKUPAI,maasai,3
OLORMOWUO,maasai,3
OLOSE,luo,2
OLOSIRIAI,maasai,2
OLOSUKI,masai,1
OLOTALAM,masai,2
OLOTUROMUM,pokot,2
OLOW,luo,1
OLRURIA,maasai,3
OLUANDE,luo,1
OLUBANDWA,luhya,1
OLUBENDI,luo,1
OLUBI,luhya,2
OLUBOLE,luhya,3
OLUBWAYO,luhya,3
OLUCHERI,luhya,3
OLUCHIKO,luhya,3
OLUCHILI,luhya,3
OLUCHINA,luhya,3
OLUDHE,luo,2
OLUDO,luo,3
OLUK,luo,3
OLUKAKA,luhya,3
OLUKANGA,luhya,2
OLUKHALE,luhya,3
OLUKHU,luhya,1
OLUKO,luhya,3
OLUKOHE,luhya,3
OLUKUNE,luhya,2
OLUKWA,luhya,2
OLULO,luo,2
OLUMASAI,luhya,3
OLUMASI,luhya,2
OLUMBE,luhya,1
OLUMBO,kisii,3
OLUMO,luo,1
OLUMOSI,luhya,3
OLUN'GO,luo,3
OLUNAYO     ',luhya,3
OLUNG'A,luo,1
OLUNGA,luo,3
OLUNGO,luo,3
OLUNGU,luo,3
OLUOCH,luo,2
OLUOCH      A',luo,3
OLUOCHI,luo,2
OLUOKO,luo,2
OLURU,luo,3
OLUTEYO,kisii,1
OLUTOLA,luo,2
OLUWA,luo,1
OLUYUNDI,luhya,3
OLWAL,luo,3
OLWALI,luhya,3
OLWANA,luhya,2
OLWANDA,luhya,3
OLWANDE,luo,3
OLWASI,luo,3
OLWEK,luo,3
OLWENGE,kisii,2
OLWENY,luo,2
OLWENYI,luo,3
OLWICHI,luhya,2
OLWIKA,luhya,3
OLWOCH,luo,3
OLWOCHI,luhya,3
OMACH,luo,2
OMACHE,luo,2
OMACHE        X,kisii,1
OMACHI,kisii,2
OMAHE,luo,3
OMAIDO,luo,2
OMAIYO,luhya,3
OMALA,luo,1
OMALE,luo,3
OMALI,luhya,1
OMALO,luhya,3
OMAMBIA,kisii,3
OMAMO,luo,3
OMANDE,luo,3
OMANE,luo,2
OMANGA,luo,2
OMANGI,kisii,1
OMANI,luhya,3
OMANJE,luhya,3
OMANWA,kisii,1
OMANYALA,teso,3
OMANYO,luhya,1
OMANYU,luhya,1
OMAO,luo,2
OMAR,muslim,3
OMARAI,teso,3
OMARE,kisii,3
OMARIBA,kisii,2
OMARR,arab,1
OMARRE,luo,2
OMARY,kisii,2
OMASETE,luhya,3
OMASO,luhya,3
OMATERA,luhya,1
OMAYA,luo,1
OMAYIO,luhya,2
OMAYO,luhya,3
OMBA,swahili,2
OMBABA,kisii,1
OMBACHI,kisii,3
OMBADHO,luo,1
OMBAE,kisii,1
OMBAGI,kisii,3
OMBAGO,luhya,2
OMBAHHI,luhya,2
OMBAI,,
OMBAIBE,kisii,3
OMBAIRE,luo,2
OMBAKA,,
OMBAMBIA,luhya,1
OMBANE,kisii,1
OMBANGO,kisii,1
OMBARE,luo,3
OMBASA,kisii,3
OMBATI,kisii,2
OMBATO,luo,1
OMBATSA,luhya,3
OMBAYI,kisii,1
OMBAYO,luhya,3
OMBEGA,kisii,2
OMBEHI,luhya,3
OMBEKI,kisii,2
OMBEN'G,luo,1
OMBENG,luo,3
OMBERA,luhya,2
OMBERE,luhya,3
OMBESE,luhya,3
OMBETA,kisii,3
OMBETE,luo,3
OMBEWA,luhya,2
OMBEYI,luhya,3
OMBIDE,luo,2
OMBIKA,luo,1
OMBILI,,
OMBIRO,luhya,3
OMBISA,luo,1
OMBITHI,luhya,3
OMBITO,kisii,2
OMBITSI,kisii,3
OMBIYO,luhya,2
OMBODO,luo,2
OMBOHO,kisii,1
OMBOK,luo,3
OMBOKO,luhya,3
OMBOM,luo,3
OMBONGI,kisii,3
OMBONGO,luo,2
OMBORI,luo,1
OMBORI         L,kisii,3
OMBOTO,kisii,3
OMBOYA,luo,2
OMBOYO,kisii,1
OMBUA,luo,2
OMBUCHA,luhya,3
OMBUDU,luhya,3
OMBUGE,kisii,2
OMBUI,luo,2
OMBUJO,luo,3
OMBUKI,kisii,1
OMBUORO,kisii,1
OMBURA,kisii,3
OMBURE,kisii,1
OMBURO,kisii,3
OMBUSE,luo,3
OMBUWA,luhya,1
OMBUYA,luhya,1
OMBWARA,kisii,3
OMBWEGE,kisii,3
OMBWERA,kisii,2
OMBWORO,luhya,3
OMECHI,kisii,3
OMEDI,luo,3
OMEKA,luhya,3
OMENA,luo,3
OMENDA,luo,3
OMENGO,kisii,2
OMENJA,kisii,1
OMENOH,luo,3
OMENTA,kisii,3
OMENYA,luhya,3
OMENYO,luo,1
OMEREKEKE,luhya,3
OMERI,teso,3
OMERU,kisii,3
OMESA,kisii,1
OMICHA,kisii,1
OMIDO',luo,3
OMIERA,luo,3
OMIERI,luo,3
OMINA,luhya,3
OMINDO,luo,3
OMINGO,kisii,3
OMIRE,luo,3
OMITI,luhya,2
OMITTI,luhya,1
OMLANDO,luhya,3
OMOBE,kisii,3
OMOI,teso,3
OMOIT,kisii,2
OMOKE,luo,1
OMOKHE,luhya,3
OMOLE,luo,3
OMOLLO,luo,3
OMOLO,luo,1
OMOLO       ',luo,3
OMOLO',luo,3
OMOLO'       ',luo,3
OMOMERI,luhya,1
OMONDE,luo,2
OMONDI,luo,3
OMONDI         K,luo,3
OMONDI    X Y X,luo,3
OMONDO,luo,1
OMONGEH,kisii,3
OMONGO,luo,3
OMONYA,kisii,2
OMONYO,luhya,1
OMOO,teso,3
OMORE,luo,3
OMORO,teso,2
OMOSO,kisii,3
OMOTI,teso,1
OMOTO,luhya,3
OMOTTO,luhya,3
OMOYO,kisii,2
OMROKA,luhya,3
OMU,luo,2
OMUCHA,kisii,1
OMUCHE,kisii,3
OMUCHENYA,luhya,3
OMUCHILO,luhya,3
OMUCHUNYI,luhya,3
OMUDE,kisii,3
OMUDOGO,luo,2
OMUFUNDIAH,luhya,2
OMUGANDA,luhya,3
OMUGE,teso,1
OMUKA,teso,1
OMUKAGA,teso,3
OMUKAH,kisii,2
OMUKALA,luhya,1
OMUKAMI,,
OMUKANDA,luhya,3
OMUKATA,luhya,2
OMUKATIA,luhya,3
OMUKAYA,kisii,3
OMUKETI,luo,3
OMUKHA,luhya,3
OMUKHANGULA,luhya,3
OMUKHULU,luhya,3
OMUKO,luo,3
OMUKOKA,luhya,1
OMUKOKO,luo,1
OMUKONJIO,luhya,3
OMUKONO,luhya,3
OMUKONYI,luhya,3
OMUKU,kisii,3
OMUKUBAH,luhya,3
OMUKUNDA,luhya,3
OMUKUNGA,kisii,2
OMUKURE,luhya,3
OMUKUTI,luhya,3
OMUKUYA,luhya,3
OMULADO,luhya,3
OMULAKAYI,luhya,3
OMULAKO,luhya,3
OMULAMA,luhya,3
OMULAYI,luhya,3
OMULE,luhya,2
OMULEMA,kisii,3
OMULEMERE,luhya,3
OMULI,luhya,2
OMULIEBI,luhya,3
OMULINDI,luhya,3
OMULO,luo,3
OMULOKOLI,luhya,3
OMULUPI,massai,3
OMUMANANI,luhya,3
OMUMASABA,luhya,2
OMUMASI,luhya,1
OMUMBO,luo,1
OMUMI,luo,3
OMUMOYANI,luo,2
OMUNANGA,kisii,1
OMUNDA,luo,2
OMUNDHE,luhya,2
OMUNDU,luhya,1
OMUNE,luo,2
OMUNG'ALA,luhya,3
OMUNGO,kisii,1
OMUNGU A       A,luhya,1
OMUNYA,luhya,3
OMUNYIN,luo,2
OMUNYOLE,luhya,3
OMUNYOLO,kisii,2
OMUNYORE,luhya,2
OMUNZALA,luhya,3
OMUNZE,luhya,3
OMUODO,luo,2
OMUONO,luo,3
OMUONY,luo,3
OMUONYO,luhya,3
OMURAKAYWA,luhya,3
OMURAYI,luhya,3
OMUREBE,kisii,3
OMUREMPE,luhya,1
OMURENDE,luhya,3
OMURENJI,kisii,2
OMURO,kisii,2
OMURONO,luhya,3
OMURUNGA,kisii,1
OMURWA,teso,3
OMUSAIDI,luhya,3
OMUSALA,luhya,3
OMUSALIA,luhya,2
OMUSANGA,luhya,3
OMUSE,luhya,3
OMUSEBE,luhya,3
OMUSEE,teso,3
OMUSHIBO,luhya,2
OMUSI,luhya,1
OMUSIKOYO,luhya,2
OMUSINYA,luhya,3
OMUSIRO,luhya,1
OMUSOLO,luhya,3
OMUSONGA,luhya,3
OMUSOTSI,luhya,1
OMUSUGU,teso,3
OMUSULE,luhya,3
OMUSUMARI,kisii,1
OMUSUNDI,luhya,2
OMUSUNGU,luhya,3
OMUTAKALE,luhya,1
OMUTANYI,luhya,3
OMUTAYI,luo,1
OMUTECHE,kisii,2
OMUTEKETE,luhya,2
OMUTERE,luhya,3
OMUTHE,luo,2
OMUTITI,luhya,3
OMUTOBE,luhya,2
OMUTOKO,luhya,3
OMUTSANI,luhya,3
OMUTSIAMBO,luhya,3
OMUTU,luo,1
OMUUNYUL,luo,2
OMUYAH,luo,3
OMUYAKU,luhya,2
OMUYOGA,luhya,3
OMUYOKHA,luhya,3
OMUYOYI,kisii,2
OMUZI,luhya,2
OMWA,kisii,3
OMWAGA,kisii,3
OMWAKA,kisii,3
OMWALE,luo,2
OMWALO,kisii,1
OMWAMBA,luo,2
OMWAMIRE,kisii,1
OMWANDA,luo,3
OMWANDASI,kisii,3
OMWANDO,kisii,1
OMWANDU,luo,3
OMWANGA,kisii,3
OMWANGALA,kisii,2
OMWANGALE,luhya,3
OMWANGE,kisii,1
OMWANGU,luhya,1
OMWANSA,kisii,3
OMWARA,luo,3
OMWATA,kisii,3
OMWAYI,luhya,2
OMWENGAH,kisii,2
OMWENO,luo,3
OMWERA,kisii,1
OMWERI,kisii,3
OMWEWE,kisii,1
OMWIELE,luhya,2
OMWILO,luhya,3
OMWIRIKHA,luhya,3
OMWODO,luo,3
OMWOHA,kuria,2
OMWOK,luo,3
OMWOLO,luo,2
OMWOMO,kisii,2
OMWONYA,kisii,3
OMWONYO,luo,3
OMWORO,luo,2
OMWOSO,luo,2
OMWOYO,kisii,1
ON'GELE,luo,3
ON'GETA,kisii,3
ON'GOLO,kisii,1
ON'GON'GO,luo,3
ON'NGELLE,kisii,3
ONAKA,luo,1
ONALA     X,luhya,3
ONAM,luo,3
ONAMBO,luo,1
ONANA,luhya,1
ONAYA,luo,3
ONCHABO,kisii,3
ONCHARE,kisii,3
ONCHARI,kisii,3
ONCHERA,kisii,2
ONCHIMBO,kisii,3
ONCHIRI,kisii,2
ONCHIRO,kisii,3
ONCHOKA,kisii,3
ONCHOMBA,luo,3
ONCHONGA,kisii,3
ONCHONGI,kisii,1
ONCHORE,kisii,3
ONCHWARI,kisii,3
ONCHWATI,kisii,1
ONDABU,kisii,1
ONDALO,luo,3
ONDARE,kisii,1
ONDARI,kisii,3
ONDARI   N,kisii,3
ONDASI,luhya,3
ONDATI,kisii,2
ONDAYA,luhya,3
ONDE,kisii,1
ONDEAH,luhya,3
ONDECHE,luo,1
ONDECHI,kisii,3
ONDEGO,kisii,1
ONDEKO,luhya,3
ONDENG,kisii,1
ONDENGE,luo,3
ONDER I,luo,3
ONDERA,luhya,2
ONDERE,kisii,2
ONDERI,kisii,3
ONDERI        A,kisii,2
ONDESO,luhya,3
ONDETO,luo,3
ONDEU,luo,3
ONDEYO,kisii,1
ONDHAYE,luhya,1
ONDHEDHE,luo,3
ONDHEWE,kisii,2
ONDIALA,luo,3
ONDIALO,kisii,1
ONDIBA,kisii,3
ONDICHO,luo,3
ONDIEGE,luo,3
ONDIEGI,kisii,3
ONDIEK,kalenjin,2
ONDIEKI,kisii,3
ONDIEKI.,kisii,3
ONDIELO,luo,3
ONDIER,kisii,2
ONDIERO,kisii,2
ONDIGI,luo,3
ONDIGO,luo,2
ONDIGOH,luhya,3
ONDIK,luo,3
ONDIKI,luhya,2
ONDIKO,luo,2
ONDIMU,kisii,1
ONDINDO,luo,3
ONDINJO,luo,3
ONDIRA,luo,3
ONDIREI,kisii,1
ONDISO,luo,3
ONDITI,kisii,3
ONDITI      ',luo,3
ONDIWA,luo,2
ONDOGO,luo,3
ONDOI,luo,1
ONDOLA,kisii,2
ONDOLO,luhya,3
ONDONDO,luo,3
ONDONGO,luo,3
ONDOORO,kisii,3
ONDU,luhya,1
ONDUKO,kisii,2
ONDULA,luo,1
ONDULE,luo,1
ONDULO,luo,3
ONDUMA,kisii,2
ONDUMYI,kisii,1
ONDUNGA,luo,2
ONDUSO,kisii,2
ONDUSU,luo,3
ONDUTU,luhya,1
ONDWAS,luo,3
ONDWAT,luo,2
ONDWENDO,kisii,3
ONEGE,luo,2
ONEKO,luo,3
ONENGA,luo,1
ONG'AGA,luo,3
ONG'ALE,luhya,3
ONG'ALO,luo,3
ONG'ANDA,luo,3
ONG'ANG',luo,3
ONG'ANYI,kisii,
ONG'ANYO,kisii,2
ONG'ARE,kisii,3
ONG'ARO,luo,1
ONG'AU,kisii,1
ONG'AWA,luo,3
ONG'AYA,luo,3
ONG'AYI,luhya,3
ONG'AYO,kisii,3
ONG'ECH,kisii,1
ONG'ELE,luo,3
ONG'ETA,kisii,1
ONG'ETE,kisii,3
ONG'IGE,kisii,1
ONG'INO,luo,3
ONG'OLE,luo,3
ONG'ONDA,kisii,3
ONG'ONG'A,luo,3
ONG'ONG'E,luo,3
ONG'ONG'O,luo,3
ONG'ORE,luo,3
ONG'OWO,kisii,1
ONG'OYI,luo,2
ONG'URA,kisii,3
ONG'UTI,luo,2
ONG'UTTE,luhya,2
ONGABA,kisii,1
ONGACH,luo,3
ONGAGA,luo,3
ONGAGA        G,kisii,2
ONGAKI,kisii,3
ONGALA,luhya,1
ONGALE,luo,2
ONGALO,luo,3
ONGANDA,luo,3
ONGANGO,luo,2
ONGANO,luo,2
ONGANYA,luhya,2
ONGANYO,luhya,3
ONGAO,luo,3
ONGARA,kisii,2
ONGARE,kisii,3
ONGARQ,kisii,1
ONGASA,luhya,2
ONGAWA,luo,3
ONGAWO,luo,3
ONGAYA,kisii,2
ONGAYAF,kisii,1
ONGAYE,luo,2
ONGAYI,kisii,1
ONGECHI,kisii,3
ONGEDO,luo,2
ONGEGO,luo,3
ONGEI,kisii,1
ONGENGA,luo,1
ONGENGE,kisii,1
ONGENI,kisii,2
ONGERA,kisii,3
ONGERE,kisii,2
ONGERI,kisii,3
ONGERI         S,kisii,3
ONGESA,luo,2
ONGETA,kisii,1
ONGETE,kisii,1
ONGETI,luhya,3
ONGEYI,luhya,1
ONGICHO,kisii,2
ONGIDI,luhya,3
ONGIENGA,kisii,1
ONGILA,luo,1
ONGILI,luo,2
